"","celex","date_doc","year","year.sem","form2","in_force2","date_end","full_text_words","title"
"255","32010D0019",2010-11-02,2010,"2010.2","Decision","inforce",9999-12-31,920,"2010/673/EU: Decision of the European Central Bank of 2 November 2010 amending Decision ECB/2007/7 concerning the terms and conditions of TARGET2-ECB (ECB/2010/19)"
"256","32010D0021",2010-11-11,2010,"2010.2","Decision","notinforce",2016-12-30,5352,"2011/65/EU: Decision of the European Central Bank of 11 November 2010 on the annual accounts of the European Central Bank (ECB/2010/21)"
"257","32010D0022",2010-11-25,2010,"2010.2","Decision","notinforce",2015-02-26,4848,"2010/773/EU: Decision of the European Central Bank of 25 November 2010 on the quality accreditation procedure for manufacturers of euro banknotes (ECB/2010/22)"
"258","32010D0023",2010-11-25,2010,"2010.2","Decision","notinforce",2016-12-30,4369,"2011/66/EU: Decision of the European Central Bank of 25 November 2010 on the allocation of monetary income of the national central banks of Member States whose currency is the euro (ECB/2010/23)"
"259","32010D0024",2010-11-25,2010,"2010.2","Decision","notinforce",2014-12-30,1162,"2011/10/EU: Decision of the European Central Bank of 25 November 2010 on the interim distribution of the income of the European Central Bank on euro banknotes in circulation and arising from securities purchased under the securities markets programme (ECB/2010/24)"
"260","32010D0025",2010-11-29,2010,"2010.2","Decision","inforce",9999-12-31,336,"2010/751/EU: Decision of the European Central Bank of 29 November 2010 on the approval of the volume of coin issuance in 2011 (ECB/2010/25)"
"261","32010D0026",2010-12-13,2010,"2010.2","Decision","inforce",9999-12-31,478,"2011/20/EU: Decision of the European Central Bank of 13 December 2010 on the increase of the European Central Bank’s capital (ECB/2010/26)"
"262","32010D0027(01)",2010-12-13,2010,"2010.2","Decision","notinforce",2013-06-30,979,"2011/21/EU: Decision of the European Central Bank of 13 December 2010 on the paying-up of the increase of the European Central Bank’s capital by the national central banks of Member States whose currency is the euro (ECB/2010/27)"
"263","32010D0028(01)",2010-12-13,2010,"2010.2","Decision","notinforce",2013-06-30,894,"2011/22/EU: Decision of the European Central Bank of 13 December 2010 on the paying-up of the European Central Bank’s capital by the non-euro area national central banks (ECB/2010/28)"
"264","32010D0029(01)",2010-12-13,2010,"2010.2","Decision","inforce",9999-12-31,1799,"2011/67/EU: Decision of the European Central Bank of 13 December 2010 on the issue of euro banknotes (ECB/2010/29)"
"265","32010D0031(01)",2010-12-20,2010,"2010.2","Decision","inforce",9999-12-31,735,"2011/15/EU: Decision of the European Central Bank of 20 December 2010 concerning the opening of accounts for the processing of payments in connection with EFSF loans to Member States whose currency is the euro (ECB/2010/31)"
"266","32010D0032(01)",2010-12-22,2010,"2010.2","Decision","inforce",9999-12-31,323,"2010/813/EU: Decision of the European Central Bank of 22 December 2010 amending Decision ECB/2009/25 on the approval of the volume of coin issuance in 2010 (ECB/2010/32)"
"267","32010D0033",2010-12-27,2010,"2010.2","Decision","inforce",9999-12-31,1252,"2011/11/EU: Decision of the European Central Bank of 27 December 2010 on the transmission of confidential data under the common framework for business registers for statistical purposes (ECB/2010/33)"
"268","32010D0034",2010-12-31,2010,"2010.2","Decision","inforce",9999-12-31,2692,"2011/23/EU: Decision of the European Central Bank of 31 December 2010 on the paying-up of capital, transfer of foreign reserve assets and contributions by Eesti Pank to the European Central Bank’s reserves and provisions (ECB/2010/34)"
"269","32010O0001",2010-03-04,2010,"2010.1","Guideline","notinforce",2011-12-31,765,"Guideline of the European Central Bank of 4 March 2010 amending Guideline ECB/2000/7 on monetary policy instruments and procedures of the Eurosystem (ECB/2010/1)"
"270","32010O0002",2010-04-21,2010,"2010.1","Guideline","notinforce",2012-07-19,8791,"Guideline of the European Central Bank of 21 April 2010 on TARGET2-Securities (ECB/2010/2)"
"271","32010O0012",2010-09-15,2010,"2010.2","Guideline","notinforce",2012-12-31,9689,"2010/593/EU: Guideline of the European Central Bank of 15 September 2010 amending Guideline ECB/2007/2 on a Trans-European Automated Real-time Gross settlement Express Transfer system (TARGET2) (ECB/2010/12)"
"272","32010O0013",2010-09-16,2010,"2010.2","Guideline","notinforce",2011-12-31,16155,"2010/598/EU: Guideline of the European Central Bank of 16 September 2010 amending Guideline ECB/2000/7 on Monetary Policy Instruments and Procedures of the Eurosystem (ECB/2010/13)"
"273","32010O0020",2010-11-11,2010,"2010.2","Guideline","notinforce",2016-12-30,16742,"2011/68/EU: Guideline of the European Central Bank of 11 November 2010 on the legal framework for accounting and financial reporting in the European System of Central Banks (ECB/2010/20)"
"274","32010O0030",2010-12-13,2010,"2010.2","Guideline","notinforce",2011-12-31,2052,"2010/794/EU: Guideline of the European Central Bank of 13 December 2010 amending Guideline ECB/2000/7 on monetary policy instruments and procedures of the Eurosystem (ECB/2010/30)"
"275","32010R0674",2010-07-23,2010,"2010.2","Regulation","notinforce",2014-12-31,268,"Regulation (EU) No 674/2010 of the European Central Bank of 23 July 2010 amending Regulation (EC) No 63/2002 (ECB/2001/18) concerning statistics on interest rates applied by monetary financial institutions to deposits and loans vis-à-vis households and non-financial corporations (ECB/2010/7)"
"276","32011D0004(01)",2011-03-31,2011,"2011.1","Decision","notinforce",2013-05-02,860,"2011/227/EU: Decision of the European Central Bank of 31 March 2011 on temporary measures relating to the eligibility of marketable debt instruments issued or guaranteed by the Irish Government (ECB/2011/4)"
"277","32011D0005(01)",2011-04-20,2011,"2011.1","Decision","inforce",9999-12-31,3459,"2011/295/EU: Decision of the European Central Bank of 20 April 2011 on the selection of TARGET2-Securities network service providers (ECB/2011/5)"
"278","32011D0006(01)",2011-05-09,2011,"2011.1","Decision","inforce",9999-12-31,657,"2011/342/EU: Decision of the European Central Bank of 9 May 2011 amending Decision ECB/2004/3 on public access to European Central Bank documents (ECB/2011/6)"
"279","32011D0008(01)",2011-06-21,2011,"2011.1","Decision","notinforce",2015-02-26,4312,"2011/397/EU: Decision of the European Central Bank of 21 June 2011 on the environmental and health and safety accreditation procedures for the production of euro banknotes (ECB/2011/8)"
"280","32011D0010",2011-07-07,2011,"2011.2","Decision","notinforce",2013-05-02,856,"2011/410/EU: Decision of the European Central Bank of 7 July 2011 on temporary measures relating to the eligibility of marketable debt instruments issued or guaranteed by the Portuguese Government (ECB/2011/10)"
"281","32011D0016",2011-10-31,2011,"2011.2","Decision","inforce",9999-12-31,758,"2011/728/: Decision of the European Central Bank of 31 October 2011 amending Decision ECB/2010/15 concerning the administration of EFSF loans to Member States whose currency is the euro, and amending Decision ECB/2010/31 concerning the opening of accounts for the processing of payments in connection with EFSF loans to Member States whose currency is the euro (ECB/2011/16)"
"282","32011D0017(01)",2011-11-03,2011,"2011.2","Decision","notinforce",2012-10-31,899,"2011/744/: Decision of the European Central Bank of 3 November 2011 on the implementation of the second covered bond purchase programme (ECB/2011/17)"
"283","32011D0018(01)",2011-11-03,2011,"2011.2","Decision","notinforce",2016-12-30,383,"2011/788/EU: Decision of the European Central Bank of 3 November 2011 amending Decision ECB/2010/23 on the allocation of monetary income of the national central banks of Member States whose currency is the euro (ECB/2011/18)"
"284","32011D0019(01)",2011-11-15,2011,"2011.2","Decision","inforce",9999-12-31,863,"2011/749/: Decision of the European Central Bank of 15 November 2011 amending Decision ECB/2007/7 concerning the terms and conditions of TARGET2-ECB (ECB/2011/19)"
"285","32011D0020",2011-11-16,2011,"2011.2","Decision","inforce",9999-12-31,3505,"2011/789/EU: Decision of the European Central Bank of 16 November 2011 establishing detailed rules and procedures for implementing the eligibility criteria for central securities depositories to access TARGET2-Securities services (ECB/2011/20)"
"286","32011D0021",2011-12-01,2011,"2011.2","Decision","notinforce",9999-12-31,260,"2011/816/EU: Decision of the European Central Bank of 1 December 2011 on the approval of the volume of coin issuance in 2012 (ECB/2011/21)"
"287","32011D0025",2011-12-14,2011,"2011.2","Decision","notinforce",2012-09-13,895,"2011/870/EU: Decision of the European Central Bank of 14 December 2011 on additional temporary measures relating to Eurosystem refinancing operations and eligibility of collateral (ECB/2011/25)"
"288","32011O0002",2011-03-17,2011,"2011.1","Guideline","notinforce",2012-12-31,745,"2011/205/EU: Guideline of the European Central Bank of 17 March 2011 amending Guideline ECB/2007/2 on a Trans-European Automated Real-time Gross settlement Express Transfer system (TARGET2) (ECB/2011/2)"
"289","32011O0003",2011-03-18,2011,"2011.1","Guideline","notinforce",2014-12-31,465,"2011/206/EU: Guideline of the European Central Bank of 18 March 2011 amending Guideline ECB/2004/18 on the procurement of euro banknotes (ECB/2011/3)"
"290","32011O0009",2011-06-30,2011,"2011.1","Guideline","inforce",9999-12-31,14475,"2011/509/EU: Guideline of the European Central Bank of 30 June 2011 amending Guideline ECB/2008/8 on data collection regarding the euro and the operation of the Currency Information System 2 (ECB/2011/9)"
"291","32011O0013",2011-08-25,2011,"2011.2","Guideline","notinforce",2014-12-31,1022,"2011/525/EU: Guideline of the European Central Bank of 25 August 2011 amending Guideline ECB/2007/9 on monetary, financial institutions and markets statistics (ECB/2011/13)"
"292","32011O0014",2011-09-20,2011,"2011.2","Guideline","notinforce",2015-04-30,50048,"2011/817/EU: Guideline of the European Central Bank of 20 September 2011 on monetary policy instruments and procedures of the Eurosystem (ECB/2011/14)"
"293","32011O0015",2011-10-14,2011,"2011.2","Guideline","notinforce",2012-12-31,1397,"Guideline of the European Central Bank of 14 October 2011 amending Guideline ECB/2007/2 on a Trans-European Automated Real-time Gross settlement Express Transfer system (TARGET2) (ECB/2011/15)"
"294","32011O0023",2011-12-09,2011,"2011.2","Guideline","inforce",9999-12-31,18918,"2012/120/EU: Guideline of the European Central Bank of 9 December 2011 on the statistical reporting requirements of the European Central Bank in the field of external statistics (ECB/2011/23)"
"295","32011O0027",2011-12-21,2011,"2011.2","Guideline","notinforce",2016-12-30,4296,"2012/38/EU: Guideline of the European Central Bank of 21 December 2011 amending Guideline ECB/2010/20 on the legal framework for accounting and financial reporting in the European System of Central Banks (ECB/2011/27)"
"296","32011R0883",2011-08-25,2011,"2011.2","Regulation","notinforce",2014-12-31,1844,"Regulation of the European Central Bank (EU) No 883/2011 of 25 August 2011 amending Regulation (EC) No 25/2009 concerning the balance sheet of the monetary financial institutions sector (ECB/2008/32) (ECB/2011/12)"
