"Title","CELEX number","ECLI identifier","Date of document","Author",
"2012/180/EU: Decision of the European Central Bank of 21 March 2012 amending Decision ECB/2011/25 on additional temporary measures relating to Eurosystem refinancing operations and eligibility of collateral (ECB/2012/4)","32012D0004(01)","","2012-03-21","European Central Bank",
"2012/153/EU: Decision of the European Central Bank of 5 March 2012 on the eligibility of marketable debt instruments issued or fully guaranteed by the Hellenic Republic in the context of the Hellenic Republic’s debt exchange offer (ECB/2012/3)","32012D0003(01)","","2012-03-05","European Central Bank",
"2012/120/EU: Guideline of the European Central Bank of 9 December 2011 on the statistical reporting requirements of the European Central Bank in the field of external statistics (ECB/2011/23)","32011O0023","","2011-12-09","European Central Bank",
"2012/133/EU: Decision of the European Central Bank of 27 February 2012 repealing Decision ECB/2010/3 on temporary measures relating to the eligibility of marketable debt instruments issued or guaranteed by the Greek Government (ECB/2012/2)","32012D0002(01)","","2012-02-27","European Central Bank",
"2012/38/EU: Guideline of the European Central Bank of 21 December 2011 amending Guideline ECB/2010/20 on the legal framework for accounting and financial reporting in the European System of Central Banks (ECB/2011/27)","32011O0027","","2011-12-21","European Central Bank",
"Regulation (EU) No 1358/2011 of the European Central Bank of 14 December 2011 amending Regulation (EC) No 1745/2003 on the application of minimum reserves (ECB/2003/9) (ECB/2011/26)","32011R1358","","2011-12-14","European Central Bank",
"2011/870/EU: Decision of the European Central Bank of 14 December 2011 on additional temporary measures relating to Eurosystem refinancing operations and eligibility of collateral (ECB/2011/25)","32011D0025","","2011-12-14","European Central Bank",
"2011/817/EU: Guideline of the European Central Bank of 20 September 2011 on monetary policy instruments and procedures of the Eurosystem (ECB/2011/14)","32011O0014","","2011-09-20","European Central Bank",
"2011/816/EU: Decision of the European Central Bank of 1 December 2011 on the approval of the volume of coin issuance in 2012 (ECB/2011/21)","32011D0021","","2011-12-01","European Central Bank",
"2011/789/EU: Decision of the European Central Bank of 16 November 2011 establishing detailed rules and procedures for implementing the eligibility criteria for central securities depositories to access TARGET2-Securities services (ECB/2011/20)","32011D0020","","2011-11-16","European Central Bank",
"2011/788/EU: Decision of the European Central Bank of 3 November 2011 amending Decision ECB/2010/23 on the allocation of monetary income of the national central banks of Member States whose currency is the euro (ECB/2011/18)","32011D0018(01)","","2011-11-03","European Central Bank",
"2011/749/: Decision of the European Central Bank of 15 November 2011 amending Decision ECB/2007/7 concerning the terms and conditions of TARGET2-ECB (ECB/2011/19)","32011D0019(01)","","2011-11-15","European Central Bank",
"2011/744/: Decision of the European Central Bank of 3 November 2011 on the implementation of the second covered bond purchase programme (ECB/2011/17)","32011D0017(01)","","2011-11-03","European Central Bank",
"2011/728/: Decision of the European Central Bank of 31 October 2011 amending Decision ECB/2010/15 concerning the administration of EFSF loans to Member States whose currency is the euro, and amending Decision ECB/2010/31 concerning the opening of accounts for the processing of payments in connection with EFSF loans to Member States whose currency is the euro (ECB/2011/16)","32011D0016","","2011-10-31","European Central Bank",
"Guideline of the European Central Bank of 14 October 2011 amending Guideline ECB/2007/2 on a Trans-European Automated Real-time Gross settlement Express Transfer system (TARGET2) (ECB/2011/15)","32011O0015","","2011-10-14","European Central Bank",
"Regulation of the European Central Bank (EU) No 883/2011 of 25 August 2011 amending Regulation (EC) No 25/2009 concerning the balance sheet of the monetary financial institutions sector (ECB/2008/32) (ECB/2011/12)","32011R0883","","2011-08-25","European Central Bank",
"2011/525/EU: Guideline of the European Central Bank of 25 August 2011 amending Guideline ECB/2007/9 on monetary, financial institutions and markets statistics (ECB/2011/13)","32011O0013","","2011-08-25","European Central Bank",
"2011/509/EU: Guideline of the European Central Bank of 30 June 2011 amending Guideline ECB/2008/8 on data collection regarding the euro and the operation of the Currency Information System 2 (ECB/2011/9)","32011O0009","","2011-06-30","European Central Bank",
"2011/410/EU: Decision of the European Central Bank of 7 July 2011 on temporary measures relating to the eligibility of marketable debt instruments issued or guaranteed by the Portuguese Government (ECB/2011/10)","32011D0010","","2011-07-07","European Central Bank",
"2011/397/EU: Decision of the European Central Bank of 21 June 2011 on the environmental and health and safety accreditation procedures for the production of euro banknotes (ECB/2011/8)","32011D0008(01)","","2011-06-21","European Central Bank",
"2011/342/EU: Decision of the European Central Bank of 9 May 2011 amending Decision ECB/2004/3 on public access to European Central Bank documents (ECB/2011/6)","32011D0006(01)","","2011-05-09","European Central Bank",
"2011/295/EU: Decision of the European Central Bank of 20 April 2011 on the selection of TARGET2-Securities network service providers (ECB/2011/5)","32011D0005(01)","","2011-04-20","European Central Bank",
"2011/227/EU: Decision of the European Central Bank of 31 March 2011 on temporary measures relating to the eligibility of marketable debt instruments issued or guaranteed by the Irish Government (ECB/2011/4)","32011D0004(01)","","2011-03-31","European Central Bank",
"2011/206/EU: Guideline of the European Central Bank of 18 March 2011 amending Guideline ECB/2004/18 on the procurement of euro banknotes (ECB/2011/3)","32011O0003","","2011-03-18","European Central Bank",
"2011/205/EU: Guideline of the European Central Bank of 17 March 2011 amending Guideline ECB/2007/2 on a Trans-European Automated Real-time Gross settlement Express Transfer system (TARGET2) (ECB/2011/2)","32011O0002","","2011-03-17","European Central Bank",
"2011/68/EU: Guideline of the European Central Bank of 11 November 2010 on the legal framework for accounting and financial reporting in the European System of Central Banks (ECB/2010/20)","32010O0020","","2010-11-11","European Central Bank",
"2011/66/EU: Decision of the European Central Bank of 25 November 2010 on the allocation of monetary income of the national central banks of Member States whose currency is the euro (ECB/2010/23)","32010D0023","","2010-11-25","European Central Bank",
"2011/67/EU: Decision of the European Central Bank of 13 December 2010 on the issue of euro banknotes (ECB/2010/29)","32010D0029(01)","","2010-12-13","European Central Bank",
"2011/65/EU: Decision of the European Central Bank of 11 November 2010 on the annual accounts of the European Central Bank (ECB/2010/21)","32010D0021","","2010-11-11","European Central Bank",
"2011/23/EU: Decision of the European Central Bank of 31 December 2010 on the paying-up of capital, transfer of foreign reserve assets and contributions by Eesti Pank to the European Central Bank’s reserves and provisions (ECB/2010/34)","32010D0034","","2010-12-31","European Central Bank",
"2011/20/EU: Decision of the European Central Bank of 13 December 2010 on the increase of the European Central Bank’s capital (ECB/2010/26)","32010D0026","","2010-12-13","European Central Bank",
"2011/21/EU: Decision of the European Central Bank of 13 December 2010 on the paying-up of the increase of the European Central Bank’s capital by the national central banks of Member States whose currency is the euro (ECB/2010/27)","32010D0027(01)","","2010-12-13","European Central Bank",
"2011/22/EU: Decision of the European Central Bank of 13 December 2010 on the paying-up of the European Central Bank’s capital by the non-euro area national central banks (ECB/2010/28)","32010D0028(01)","","2010-12-13","European Central Bank",
"Agreement of 31 December 2010 between Eesti Pank and the European Central Bank regarding the claim credited to Eesti Pank by the European Central Bank under Article 30.3 of the Statute of the European System of Central Banks and of the European Central Bank","32011Y0115(01)","","2010-12-31","European Central Bank",
"2011/15/EU: Decision of the European Central Bank of 20 December 2010 concerning the opening of accounts for the processing of payments in connection with EFSF loans to Member States whose currency is the euro (ECB/2010/31)","32010D0031(01)","","2010-12-20","European Central Bank",
"2011/10/EU: Decision of the European Central Bank of 25 November 2010 on the interim distribution of the income of the European Central Bank on euro banknotes in circulation and arising from securities purchased under the securities markets programme (ECB/2010/24)","32010D0024","","2010-11-25","European Central Bank",
